train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total,masked_text
train,DELL LC ,3,power,"The power input for power supply arg1 is outside of the allowable range, but it is attached to the system.",,0,1,1,1,input for ARG allowable but it attached
test,syslog,3,file system,"kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: The configuration log 'lscr[kNUM]lient' failed (-4). This may be the result of communication between this node and the MGS, a bad configuration, or other errors. See the syslog for more information.",,0,1,1,1,NUM mgc ADDR o2ib NETIF lscr NUM lient 4 this may communication between this and mgs bad other errors see syslog for more information
train,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a generation mismatch and therefore the PSU is not supported on the server.,,0,1,1,1,psu ARG disabled generation mismatch and therefore psu supported
train,DELL LC ,2,board,Backplane arg1 signal cable disconnected.,,0,1,1,1,ARG signal disconnected
train,DELL LC ,3,storage,"arg1 Drive arg2 - S/N arg3 , incorrect status = arg4 \n arg5 .",,0,1,1,1,ARG ARG s n ARG incorrect ARG n ARG
train,syslog,3,switch,kernel: mlx5_core [device id]: print_health_info:468:([PID]): synd [ADDR]: unrecognized error,,0,1,1,1,mlx5 ID print health info 468 synd ADDR unrecognized
train,HPE IML,3,storage,Slot %1 Smart Array: Data in write cache hasbeen lost,,0,1,1,1,data write hasbeen lost
train,DELL LC ,3,memory,Unable to complete the Post Package Repair (PPR) operation because of an issue in the DIMM memory slot arg1 .,,0,1,1,1,complete post package repair ppr operation an issue ARG
train,syslog,3,service,systemd: gdrcopy.service: Failed with result 'exit-code'.,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,"bios, firmware, driver",kernel: ACPI: Skipping parse of AML opcode: OpcodeName unavailable ([NUM]x[kNUM]),https://bugzilla.kernel.org/show_bug.cgi?id=215101,0,1,1,1,acpi parse aml opcode opcodename unavailable NUM x NUM
train,HPE IML,3,memory,NVDIMM error during a data backup,,0,1,1,1,during data backup
test,syslog,2,os,abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 2,,0,1,1,1,journal journal found oopses
train,DELL LC ,3,storage,Bad block extended sense error on arg1 .,,0,1,1,1,bad extended sense ARG
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:01:00): 94, pid=7062, Contained: CE User Channel (0x9). RST: No, D-RST: No",,0,1,1,1,01 94 7062 contained ce user channel 0x9 rst d rst
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_cm does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF rdma cm does exist 60g 31mfailed 0
train,DELL LC ,3,fan,The fan area is open.,,0,1,1,1,area
train,DELL LC ,3,memory,One or more Uncorrectable Memory errors occurred in the previous boot.,,0,1,1,1,one more uncorrectable errors previous boot
test,DELL LC ,2,power,The system performance degraded because power draw exceeds the power threshold.,,0,1,1,1,performance degraded draw exceeds
test,DELL LC ,2,power,Power supply arg1 voltage rating does not match the systems requirements.,,0,1,1,1,ARG rating does match systems requirements
train,syslog,3,service,"systemd: LSF.mount: Mount process exited, code=exited status=16",,0,1,1,1,lsf 16
train,DELL LC ,3,storage,A block on arg1 was punctured by the controller.,,0,1,1,1,ARG punctured by
train,DELL LC ,3,nic,The Test Network Connection ping test timed-out.,,0,1,1,1,test ping test timed out
test,HPE IML,2,power,Storage system power supply failed,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,3,nic,Unable to connect to FTP server.,,0,1,1,1,ftp
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: GPU or NVSwitch failure occurred and degraded mode configuration to abort Fabric Manager,,0,1,1,1,fabricmanager and degraded mode abort fabric manager
test,DELL LC ,2,cpu,CPU arg1 temperature is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
train,DELL LC ,3,"voltage, current",The memory module arg1 arg2 voltage is less than the lower critical threshold.,,0,1,1,1,ARG ARG
train,DELL LC ,3,storage,Unable to initialize the selected physical disk drive(s).,,0,1,1,1,initialize selected physical disk s
test,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is not responding and is disabled.,,0,1,1,1,non volatile line ARG and disabled
train,HPE IML,3,"bus, io module, pci",Unrecoverable I/O Error has occurred. System Firmware will log additional details in a separate IML message entry if possible.,,0,1,1,1,unrecoverable i o will additional details separate iml message entry if possible
train,HPE IML,3,memory,"NVDIMM Error: Proc %1, DIMM %2 is NOTconfigured for Sub-NUMA Clustering",,0,1,1,1,proc notconfigured for sub numa clustering
train,DELL LC ,3,memory,Low memory condition detected.,,0,1,1,1,low condition
train,DELL LC ,2,power,The system halted because system power exceeds capacity.,,0,1,1,1,halted exceeds capacity
train,syslog,3,file system,pmie_daily: mktemp: failed to create directory via template ??path]?? no space left on device,,0,1,1,1,pmie daily mktemp create via template space left
train,syslog,3,gpu,"XID 63 Dynamic Page Retirement: New retired page, reload the driver to activate. (<address>)",,0,1,1,1,63 dynamic retirement new retired reload driver activate address
train,DELL LC ,3,battery,The storage battery for disk drive bay arg1 has failed.,,0,1,1,1,for disk bay ARG
train,syslog,3,file system,"mmfs: [E] Node list error. Can not find all nodes in list 1,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1394,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1451,1452,1453,1454,1455,1456,1457,1458,1459,1461,1462,1463,1464,1465,1466,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,178",,0,1,1,1,list can find all nodes list 1382 1383 1384 1385 1386 1387 1388 1389 1390 1391 1392 1394 1396 1397 1398 1399 1400 1401 1402 1403 1404 1405 1406 1407 1408 1409 1410 1411 1412 1413 1414 1415 1416 1417 1418 1419 1420 1421 1422 1423 1424 1425 1426 1427 1428 1429 1430 1431 1432 1433 1434 1436 1437 1438 1439 1440 1441 1442 1443 1444 1445 1446 1447 1448 1449 1451 1452 1453 1454 1455 1456 1457 1458 1459 1461 1462 1463 1464 1465 1466 1468 1469 1470 1471 1472 1473 1474 1475 1476 1477 1479 1480 1481 1482 1483 1484 1485 1486 1487 1488 1489 1490 1491 1492 1493 1494 1495 1496 1497 1498 1499 1500 1501 1502 1503 1504 1505 1506 1507 1508 1509 1510 1511 1512 1513 1514 1515 1516 1517 1518 1520 1521 1522 1523 1524 1525 1526 1527 1528 1529 1530 1531 1532 1533 1534 1535 1536 1537 1538 1539 1540 1541 1542 1543 1544 1545 1546 1547 1548 1549 1550 1551 1552 1553 1554 1555 1556 1557 1558 1559 1560 1561 1562 1563 1564 1565 1566 1567 1568 1569 1570 1571 1572 1573 1574 1575 1576 1577 1578 1579 1580 1581 1582 1583 1584 1585 1586 1587 1588 1589 1590 1591 1592 1593 1594 1595 1596 1597 1598 1599 1600 1601 1602 1603 1604 1605 1606 1607 1608 1609 1610 1611 1612 1613 1614 1615 1616 1617 1618 1619 1620 1621 1622 1623 1624 1625 1626 1627 1628 1629 1630 1631 1632 1633 1634 1635 1636 1637 1638 1639 1640 1641 1642 1643 1644 1645 1646 1647 1648 1649 1650 1651 1652 1653 1654 1655 1656 1657 1658 1659 1660 1661 1662 1663 1664 1665 1666 1667 1668 1669 1670 1671 1672 1673 1674 1675 1676 1677 1678 1679 1680 1681 1682 1683 1684 1685 1686 1687 1688 1689 1690 1691 1692 1693 1694 1695 1696 1697 1698 1699 1700 1701 1702 1703 1704 1705 1706 1707 1708 1709 1710 1711 1712 1713 1714 1715 1716 1717 1718 1719 1720 1721 1722 1723 1724 1725 1726 1727 1728 1729 1730 1731 1732 1733 1734 1735 1736 1737 1738 1739 1740 1741 1742 1743 1744 1745 1746 1747 1748 1749 1750 1751 1752 1753 1754 1755 1756 1757 1758 1759 1760 1761 1762 1763 1764 1765 1766 1767 1768 1769 1770 1771 1772 1773 1774 1775 1776 1777 1778 1779 1780 1781 1782 1783 1784 1785 1786 1787 178
train,syslog,3,file system,kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib[eth ID] setup error -2,,0,1,1,1,obd c 202 lustre simple mgc ADDR o2ib NETIF setup
train,syslog,3,switch,kernel: nvidia-nvswitch1: Failed to initialize device : -8,,0,1,1,1,nvswitch1 initialize 8
train,syslog,3,service,gdrcopy: Checking required modules: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,,0,1,1,1,checking required modules libkmod kmod get holders could PATH
train,DELL LC ,3,memory,A hardware mismatch detected for memory riser.,,0,1,1,1,mismatch for riser
train,syslog,3,service,"systemd: gpfs.service: Main process exited, code=killed, status=9[path]",,0,1,1,1,gpfs main killed 9 PATH
test,syslog,3,"setting, config",kernel: device veth[eth ID] entered promiscuous mode,,0,1,1,1,veth NETIF promiscuous mode
test,syslog,3,nic,mmsysmon: [E] Event raised: NIC ib[eth ID] is down,,0,1,1,1,event ib NETIF
train,HPE IML,3,nic,"Network adapter link down (Chassis %1, Slot%2, Port %3)",,0,1,1,1,adapter
train,DELL LC ,3,"bus, io module, pci",A bus fatal error was detected on a component at slot arg1 .,,0,1,1,1,ARG
train,DELL LC ,2,cpu,CPU bus initialization error detected.,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,file system,kernel: LustreError: [kNUM]: lsr07-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM],,0,1,1,1,NUM lsr07 ost NUM osc ID operation ADDR o2ib rc NUM
test,HPE IML,3,storage,A PCI device at NVMe Drive Port 4B Box 1 Bay 4 Bus 207. Device 0. Function 0 has been removed from the system or powered off,,0,1,1,1,nvme 4b box bay 4 207 0 function 0 been from powered off
train,DELL LC ,3,"voltage, current",The memory module arg1 voltage is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
train,DELL LC ,2,board,arg1 has crossed the minimum warning threshold.,,0,1,1,1,ARG crossed minimum warning
train,DELL LC ,2,battery,The arg1 battery has failed.,,0,1,1,1,ARG
test,DELL LC ,2,power,The Non-Volatile Dual In-line Memory Module (NVDIMM) devices are placed in write-protect mode because the system may not provide sufficient power to save data in case of power loss.,,0,1,1,1,non volatile line devices placed write protect mode may provide sufficient save data case loss
test,DELL LC ,2,"voltage, current",An output over voltage fault detected on power supply arg1 .,,0,1,1,1,an output ARG
train,syslog,3,"bios, firmware, driver",kernel: can: request_module (can-proto-6) failed.,,0,1,1,1,can request can proto 6
test,HPE IML,2,board,"%1 Overheating (Temperature Sensor %2,Location %3, Temperature %4, %5)",,0,1,1,1,overheating 4 5
train,DELL LC ,3,"bmc, management module",The Intel Management Engine has reported an internal system error.,,0,1,1,1,intel reported an internal
train,DELL LC ,3,"bios, firmware, driver",Unable to synchronize control panel firmware due to internal error.,,0,1,1,1,synchronize control panel due internal
train,syslog,3,os,"dracut: dracut module 'earlykdump' will not be installed, because it's in the list to be omitted!",https://bugzilla.redhat.com/show_bug.cgi?id=1961935,0,1,1,1,earlykdump will installed it s list omitted
test,HPE IML,3,memory,Uncorrectable memory error was detected priorto this system boot,,0,1,1,1,uncorrectable priorto this boot
train,HPE IML,2,power,"Storage Enclosure power supply failure (PowerSupply %2, Box %3, %4)",,0,1,1,1,enclosure powersupply box 4
train,syslog,3,switch,"kernel: nvidia-nvswitch5: SXid (PCI:[device id]): [kNUM], SOE Watchdog error",,0,1,1,1,ID NUM
train,DELL LC ,3,power,"Chassis Management Controller unable to turn on arg1 - arg2 at priority arg3 because of insufficient power. Minimum power needed is arg4 AC Watt, but only arg5 AC Watt is available.",,0,1,1,1,turn ARG ARG priority ARG minimum needed ARG ac watt but only ARG ac watt available
train,syslog,3,service,systemd: nvidia-fabricmanager.service: Processes still around after SIGKILL. Ignoring.,,0,1,1,1,fabricmanager processes still around after sigkill ignoring
train,syslog,3,service,"systemd: nvidia-fabricmanager.service: Control process exited, code=exited status=1",,0,1,1,1,fabricmanager control
test,syslog,3,file system,umount: umount: [path] umount(2) system call failed: Stale file handle.,https://unix.stackexchange.com/questions/433051/mount-nfs-stale-file-handle-error-cannot-umount,0,1,1,1,umount umount PATH umount call stale handle
train,syslog,3,os,"dracut: dracut module 'busybox' will not be installed, because command 'busybox' could not be found!",,0,1,1,1,busybox will installed command busybox could found
train,DELL LC ,3,"bus, io module, pci",The Mezz card 3 FRU for the server arg1 is not functioning.,,0,1,1,1,mezz fru for ARG functioning
train,HPE IML,2,power,"%1 Power request denied: %2 %3 (EnclosureSerial Number %4, Bay %5)",,0,1,1,1,request denied enclosureserial number 4 bay 5
train,DELL LC ,3,memory,Parity memory errors detected on a memory device at location arg1 .,,0,1,1,1,parity errors ARG
train,syslog,2,os,abrt-dump-journal-oops: Reported 3 kernel oopses to Abrt,,0,1,1,1,journal reported oopses
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22),,0,1,1,1,peermem unknown symbol p2p free dma mapping err 22
train,HPE IML,3,storage,Controller I/O timeout failure,,0,1,1,1,i o timeout
train,syslog,2,board,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Inlet Temp sensor has detected an error with a value of 44.0 degrees Celsius.",,0,1,1,1,administrator NUM instrumentation severity category health messageid tmp504 message inlet temp an value 44 0 degrees celsius
test,DELL LC ,2,board,"The riser board cable or interconnect is not connected, or is improperly connected.",,0,1,1,1,riser interconnect connected improperly connected
train,DELL LC ,3,nic,Unable to start network connection because a communication error occurred.,,0,1,1,1,communication
test,DELL LC ,2,os,Missing kernel module arg1 . Failover condition detected.,,0,1,1,1,missing ARG failover condition
train,HPE IML,3,"bios, firmware, driver",HPE Persistent Memory Configuration Error:Processor %1 DIMM %2 ( SN: %3 ) failed toapply the goal configuration due to to FirmwareError Code 0x%,,0,1,1,1,sn toapply goal due firmwareerror
train,DELL LC ,2,board,"The system board arg1 cable or interconnect is not connected, or is improperly connected.",,0,1,1,1,ARG interconnect connected improperly connected
