text,class,train/test,top_attention_words,masked_text_attention
"mmfs: [E] Node list error. Can not find all nodes in list 1,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1394,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1451,1452,1453,1454,1455,1456,1457,1458,1459,1461,1462,1463,1464,1465,1466,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,178",file system,train,"['mmfs:', 'Node']","[E] list error. Can not find all nodes in list 1,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1394,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1451,1452,1453,1454,1455,1456,1457,1458,1459,1461,1462,1463,1464,1465,1466,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,178"
kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib[eth ID] setup error -2,file system,train,['LOG'],kernel: LustreError: ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib[eth ID] setup error -2
kernel: nvidia-nvswitch1: Failed to initialize device : -8,switch,train,['kernel:'],nvidia-nvswitch1: Failed to initialize device : -8
gdrcopy: Checking required modules: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,service,train,"['gdrcopy:', 'required']",Checking modules: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory
A hardware mismatch detected for memory riser.,memory,train,['memory'],A hardware mismatch detected for riser.
"systemd: gpfs.service: Main process exited, code=killed, status=9[path]",service,train,['systemd:'],"gpfs.service: Main process exited, code=killed, status=9[path]"
kernel: device veth[eth ID] entered promiscuous mode,"setting, config",test,['kernel:'],device veth[eth ID] entered promiscuous mode
mmsysmon: [E] Event raised: NIC ib[eth ID] is down,nic,test,['NIC'],mmsysmon: [E] Event raised: ib[eth ID] is down
"Network adapter link down (Chassis %1, Slot%2, Port %3)",nic,train,['Network'],"adapter link down (Chassis %1, Slot%2, Port %3)"
A bus fatal error was detected on a component at slot arg1 .,"bus, io module, pci",train,"['slot', 'bus']",A fatal error was detected on a component at arg1 .
CPU bus initialization error detected.,cpu,train,['CPU'],bus initialization error detected.
kernel: LustreError: [kNUM]: lsr07-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM],file system,train,"['LustreError:', 'kernel:']",[kNUM]: lsr07-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM]
A PCI device at NVMe Drive Port 4B Box 1 Bay 4 Bus 207. Device 0. Function 0 has been removed from the system or powered off,storage,test,"['Bus', 'Function', 'Drive']",A PCI device at NVMe Port 4B Box 1 Bay 4 207. Device 0. 0 has been removed from the system or powered off
The memory module arg1 voltage is greater than the upper critical threshold.,"voltage, current",train,"['voltage', 'threshold.']",The memory module arg1 is greater than the upper critical
arg1 has crossed the minimum warning threshold.,board,train,['warning'],arg1 has crossed the minimum threshold.
The arg1 battery has failed.,battery,train,['battery'],The arg1 has failed.
The Non-Volatile Dual In-line Memory Module (NVDIMM) devices are placed in write-protect mode because the system may not provide sufficient power to save data in case of power loss.,power,test,"['loss.', 'power']",The Non-Volatile Dual In-line Memory Module (NVDIMM) devices are placed in write-protect mode because the system may not provide sufficient to save data in case of
An output over voltage fault detected on power supply arg1 .,"voltage, current",test,"['voltage', 'power']",An output over fault detected on supply arg1 .
kernel: can: request_module (can-proto-6) failed.,"bios, firmware, driver",train,['kernel:'],can: request_module (can-proto-6) failed.
"%1 Overheating (Temperature Sensor %2,Location %3, Temperature %4, %5)",board,test,['Overheating'],"%1 (Temperature Sensor %2,Location %3, Temperature %4, %5)"
The Intel Management Engine has reported an internal system error.,"bmc, management module",train,['has'],The Intel Management Engine reported an internal system error.
Unable to synchronize control panel firmware due to internal error.,"bios, firmware, driver",train,['firmware'],Unable to synchronize control panel due to internal error.
"dracut: dracut module 'earlykdump' will not be installed, because it's in the list to be omitted!",os,train,"['dracut:', 'module']","dracut 'earlykdump' will not be installed, because it's in the list to be omitted!"
Uncorrectable memory error was detected priorto this system boot,memory,test,['memory'],Uncorrectable error was detected priorto this system boot
"Storage Enclosure power supply failure (PowerSupply %2, Box %3, %4)",power,train,['Storage'],"Enclosure power supply failure (PowerSupply %2, Box %3, %4)"
"kernel: nvidia-nvswitch5: SXid (PCI:[device id]): [kNUM], SOE Watchdog error",switch,train,['kernel:'],"nvidia-nvswitch5: SXid (PCI:[device id]): [kNUM], SOE Watchdog error"
"Chassis Management Controller unable to turn on arg1 - arg2 at priority arg3 because of insufficient power. Minimum power needed is arg4 AC Watt, but only arg5 AC Watt is available.",power,train,"['available.', 'power.', 'Chassis']","Management Controller unable to turn on arg1 - arg2 at priority arg3 because of insufficient Minimum power needed is arg4 AC Watt, but only arg5 AC Watt is"
systemd: nvidia-fabricmanager.service: Processes still around after SIGKILL. Ignoring.,service,train,['systemd:'],nvidia-fabricmanager.service: Processes still around after SIGKILL. Ignoring.
"systemd: nvidia-fabricmanager.service: Control process exited, code=exited status=1",service,train,['systemd:'],"nvidia-fabricmanager.service: Control process exited, code=exited status=1"
umount: umount: [path] umount(2) system call failed: Stale file handle.,file system,test,['umount:'],[path] umount(2) system call failed: Stale file handle.
"dracut: dracut module 'busybox' will not be installed, because command 'busybox' could not be found!",os,train,"['dracut:', 'command']","dracut module 'busybox' will not be installed, because 'busybox' could not be found!"
The Mezz card 3 FRU for the server arg1 is not functioning.,"bus, io module, pci",train,"['server', 'card']",The Mezz 3 FRU for the arg1 is not functioning.
"%1 Power request denied: %2 %3 (EnclosureSerial Number %4, Bay %5)",power,train,"['Power', 'request']","%1 denied: %2 %3 (EnclosureSerial Number %4, Bay %5)"
Parity memory errors detected on a memory device at location arg1 .,memory,train,"['memory', 'errors']",Parity detected on a device at location arg1 .
abrt-dump-journal-oops: Reported 3 kernel oopses to Abrt,os,train,['Reported'],abrt-dump-journal-oops: 3 kernel oopses to Abrt
kernel: nvidia_peermem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22),"bios, firmware, driver",train,['kernel:'],nvidia_peermem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22)
Controller I/O timeout failure,storage,train,['Controller'],I/O timeout failure
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Inlet Temp sensor has detected an error with a value of 44.0 degrees Celsius.",board,train,"['Temp', 'Board', 'Celsius.']","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Inlet sensor has detected an error with a value of 44.0 degrees"
"The riser board cable or interconnect is not connected, or is improperly connected.",board,test,"['cable', 'board']","The riser or interconnect is not connected, or is improperly connected."
Unable to start network connection because a communication error occurred.,nic,train,['occurred.'],Unable to start network connection because a communication error
Missing kernel module arg1 . Failover condition detected.,os,test,['module'],Missing kernel arg1 . Failover condition detected.
HPE Persistent Memory Configuration Error:Processor %1 DIMM %2 ( SN: %3 ) failed toapply the goal configuration due to to FirmwareError Code 0x%,"bios, firmware, driver",train,"['Memory', 'FirmwareError', 'Error:Processor']",HPE Persistent Configuration %1 DIMM %2 ( SN: %3 ) failed toapply the goal configuration due to to Code 0x%
"The system board arg1 cable or interconnect is not connected, or is improperly connected.",board,train,['board'],"The system arg1 cable or interconnect is not connected, or is improperly connected."
"HPE Persistent Memory %1 Failure: Processor%2, DIMM %3 (SN : %4)",memory,train,"['Memory', 'Failure:']","HPE Persistent %1 Processor%2, DIMM %3 (SN : %4)"
kernel: LustreError: LOG ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) MGC[ip]@o2ib[eth ID]: namespace resource [0x[kNUM]LOG IDx3:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.,file system,train,"['LustreError:', 'LOG']",kernel: ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) MGC[ip]@o2ib[eth ID]: namespace resource [0x[kNUM]LOG IDx3:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.
"rpc.mountd: Caught signal 15, un-registering and exiting.",file system,train,['rpc.mountd:'],"Caught signal 15, un-registering and exiting."
abrt-dump-journal-oops: Reported 2 kernel oopses to Abrt,os,train,['Reported'],abrt-dump-journal-oops: 2 kernel oopses to Abrt
The system board arg1 temperature is outside of range.,"voltage, current",train,['system'],The board arg1 temperature is outside of range.
mmsysmon: [E] Event raised: NIC ens[eth ID] is down,nic,train,['NIC'],mmsysmon: [E] Event raised: ens[eth ID] is down
"nvidia-persistenced: Failed to query NVIDIA devices. Please ensure that the NVIDIA device [device ID]iles ([path]*) exist, and that user ([NUM]) has read and write permissions for those files.",gpu,train,"['query', 'user', 'nvidia-persistenced:']","Failed to NVIDIA devices. Please ensure that the NVIDIA device [device ID]iles ([path]*) exist, and that ([NUM]) has read and write permissions for those files."
nv-fabricmanager: failed to allocate handle (client) to NVIDIA GPU driver,"bios, firmware, driver",train,['nv-fabricmanager:'],failed to allocate handle (client) to NVIDIA GPU driver
kernel: XFS (md[NUM]:) xfs_do_force_shutdown([NUM]x2) called from line [kNUM] of file fs[path] Return address = [kNUM],file system,test,"['kernel:', 'XFS']",(md[NUM]:) xfs_do_force_shutdown([NUM]x2) called from line [kNUM] of file fs[path] Return address = [kNUM]
A bus fatal error was detected on a component at bus arg1 device arg2 function arg3 .,"bus, io module, pci",train,['bus'],A fatal error was detected on a component at arg1 device arg2 function arg3 .
journal: Failed connect to PipeWire: No node factory discovered,service,train,['Failed'],journal: connect to PipeWire: No node factory discovered
kernel: mpt3sas_cm1: SAS host is non-operational !!!!,storage,train,['host'],kernel: mpt3sas_cm1: SAS is non-operational !!!!
kernel: LustreError: LOG ID:(file.c:218:ll_close_inode_openhandle()) lsr[kNUM]lilmv-[ID]: inode [0x[kNUM]:0xLOG IDx0] mdc close failed: rc = -5,file system,train,"['LustreError:', 'LOG']",kernel: ID:(file.c:218:ll_close_inode_openhandle()) lsr[kNUM]lilmv-[ID]: inode [0x[kNUM]:0xLOG IDx0] mdc close failed: rc = -5
kernel: LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -5.,file system,test,"['LOG', 'LustreError:']",kernel: ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -5.
Uncorrectable memory error threshold exceeded,memory,train,['memory'],Uncorrectable error threshold exceeded
Unable to perform the operation due to an unknown error in iDRAC.,"bmc, management module",train,['Unable'],to perform the operation due to an unknown error in iDRAC.
The Inlet Temp Sensor is not responding or is not working properly. The status of Sensor health is critical.,board,train,"['Temp', 'Sensor']",The Inlet is not responding or is not working properly. The status of health is critical.
kernel: nvidia-nvswitch1: Failed to initialize device : -19,switch,test,['kernel:'],nvidia-nvswitch1: Failed to initialize device : -19
mmfs: [E] Command: err 46: tsremount gpfs.sr06,file system,train,['mmfs:'],[E] Command: err 46: tsremount gpfs.sr06
Uncorrectable PCI Express Error Detected. Slot 8 (Segment 0x0. Bus 0x88. Device 0x0. Function 0x0). Uncorrectable Error Status: 0x4000,"bus, io module, pci",train,"['PCI', 'Status:']",Uncorrectable Express Error Detected. Slot 8 (Segment 0x0. Bus 0x88. Device 0x0. Function 0x0). Uncorrectable Error 0x4000
Operating System/Hypervisor Installation did not complete successfully.,os,train,['Installation'],Operating System/Hypervisor did not complete successfully.
"External chassis overheating (Chassis %1,Temperature Sensor %2, Location %3,Temperature %4)",board,train,['overheating'],"External chassis (Chassis %1,Temperature Sensor %2, Location %3,Temperature %4)"
CPU arg1 arg2 voltage is greater than the upper critical threshold.,"voltage, current",train,"['voltage', 'CPU']",arg1 arg2 is greater than the upper critical threshold.
systemd: nvidia-persistenced.service: Failed with result 'exit-code'.,service,train,['systemd:'],nvidia-persistenced.service: Failed with result 'exit-code'.
